candidate_id,candidate_key,first_name,incumbent,last_name,name_display,order,party_id,percent,percent_display,seat,state_id,votes,winner,winner2,uncontested,party_id2,state_seat_count,district_vote_count,state_vote_count,district_candidate_count,wasted_winning_votes,wasted_losing_votes,wasted_votes
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,25,FL,0,False,0,0,other,27,253240,9164546,2,0.0,0,0.0
curbelo-64170,curbeloc,Carlos,True,Curbelo,Carlos Curbelo,1,republican,52.9,52.9,26,FL,148547,True,1,0,republican,27,280542,9164546,3,33053.0,0,33053.0
garcia-58641,garciaj,Joe,False,Garcia,Joe Garcia,2,democrat,41.2,41.2,26,FL,115493,False,0,0,democrat,27,280542,9164546,3,0.0,115493,115493.0
peixoto-62152,peixotoj,Jose,False,Peixoto,Jose Peixoto,3,no-party-affiliation,5.9,5.9,26,FL,16502,False,0,0,other,27,280542,9164546,3,0.0,16502,16502.0
ros-lehtinen-867,ros_lehtineni,Ileana,True,Ros-Lehtinen,Ileana Ros-Lehtinen,1,republican,54.9,54.9,27,FL,157917,True,1,0,republican,27,287677,9164546,2,14078.0,0,14078.0
fuhrman-65672,fuhrmans,Scott,False,Fuhrman,Scott Fuhrman,2,democrat,45.1,45.1,27,FL,129760,False,0,0,democrat,27,287677,9164546,2,0.0,129760,129760.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,27,FL,0,False,0,0,other,27,287677,9164546,2,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,GA,0,False,0,0,democrat,14,185058,3516108,1,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,GA,0,False,0,0,other,14,185058,3516108,1,0.0,0,0.0
carter-63354,carterb,Buddy,True,Carter,Earl L. Buddy Carter,1,republican,100.0,100.0,1,GA,185058,True,1,1,republican,14,185058,3516108,1,92528.0,0,92528.0
bishop-1253,bishops,Sanford,True,Bishop,Sanford D. Bishop Jr.,2,democrat,61.2,61.2,2,GA,148543,True,1,0,democrat,14,242599,3516108,2,27243.0,0,27243.0
duke-63358,dukeg,Greg,False,Duke,Greg Duke,1,republican,38.8,38.8,2,GA,94056,False,0,0,republican,14,242599,3516108,2,0.0,94056,94056.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,GA,0,False,0,0,other,14,242599,3516108,2,0.0,0,0.0
ferguson-64902,fergusond,Drew,False,Ferguson,Drew Ferguson,1,republican,68.3,68.3,3,GA,207218,True,1,0,republican,14,303187,3516108,2,55624.0,0,55624.0
pendley-64884,pendleya,Angela,False,Pendley,Angela Pendley,2,democrat,31.7,31.7,3,GA,95969,False,0,0,democrat,14,303187,3516108,2,0.0,95969,95969.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,GA,0,False,0,0,other,14,303187,3516108,2,0.0,0,0.0
johnson-59400,johnsonh,Hank,True,Johnson,Hank Johnson,2,democrat,75.7,75.7,4,GA,220146,True,1,0,democrat,14,290739,3516108,2,74776.0,0,74776.0
armendariz-61317,armendarizv,Victor,False,Armendariz,Victor Armendariz,1,republican,24.3,24.3,4,GA,70593,False,0,0,republican,14,290739,3516108,2,0.0,70593,70593.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,GA,0,False,0,0,other,14,290739,3516108,2,0.0,0,0.0
lewis-833,lewisj,John,True,Lewis,John Lewis,2,democrat,84.4,84.4,5,GA,253781,True,1,0,democrat,14,300549,3516108,2,103506.0,0,103506.0
bell-64890,belld,Douglas,False,Bell,Douglas Bell,1,republican,15.6,15.6,5,GA,46768,False,0,0,republican,14,300549,3516108,2,0.0,46768,46768.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,5,GA,0,False,0,0,other,14,300549,3516108,2,0.0,0,0.0
price-12873,pricet,Tom,True,Price,Tom Price,1,republican,61.7,61.7,6,GA,201088,True,1,0,republican,14,326005,3516108,2,38085.0,0,38085.0
stooksbury-64891,stooksburyr,Rodney,False,Stooksbury,Rodney Stooksbury,2,democrat,38.3,38.3,6,GA,124917,False,0,0,democrat,14,326005,3516108,2,0.0,124917,124917.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,6,GA,0,False,0,0,other,14,326005,3516108,2,0.0,0,0.0
woodall-61021,woodallr,Rob,True,Woodall,Rob Woodall,1,republican,60.4,60.4,7,GA,174081,True,1,0,republican,14,288301,3516108,2,29930.0,0,29930.0
malik-64892,malikr,Rashid,False,Malik,Rashid Malik,2,democrat,39.6,39.6,7,GA,114220,False,0,0,democrat,14,288301,3516108,2,0.0,114220,114220.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,7,GA,0,False,0,0,other,14,288301,3516108,2,0.0,0,0.0
scott-13031,scotta,Austin,True,Scott,Austin Scott,1,republican,67.6,67.6,8,GA,173983,True,1,0,republican,14,257208,3516108,2,45378.0,0,45378.0
harris-64905,harrisj,James,False,Harris,James Harris,2,democrat,32.4,32.4,8,GA,83225,False,0,0,democrat,14,257208,3516108,2,0.0,83225,83225.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,8,GA,0,False,0,0,other,14,257208,3516108,2,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,9,GA,0,False,0,0,democrat,14,185058,3516108,1,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,9,GA,0,False,0,0,other,14,185058,3516108,1,0.0,0,0.0
collins-62270,collinsd,Doug,True,Collins,Doug Collins,1,republican,100.0,100.0,9,GA,185058,True,1,1,republican,14,185058,3516108,1,92528.0,0,92528.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,10,GA,0,False,0,0,democrat,14,185058,3516108,1,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,10,GA,0,False,0,0,other,14,185058,3516108,1,0.0,0,0.0
hice-61020,hicej,Jody,True,Hice,Jody B. Hice,1,republican,100.0,100.0,10,GA,185058,True,1,1,republican,14,185058,3516108,1,92528.0,0,92528.0
loudermilk-63369,loudermilkb,Barry,True,Loudermilk,Barry Loudermilk,1,republican,67.4,67.4,11,GA,217935,True,1,0,republican,14,323318,3516108,2,56275.0,0,56275.0
wilson-64903,wilsond,Don,False,Wilson,Don Wilson,2,democrat,32.6,32.6,11,GA,105383,False,0,0,democrat,14,323318,3516108,2,0.0,105383,105383.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,11,GA,0,False,0,0,other,14,323318,3516108,2,0.0,0,0.0
allen-61316,allenr,Rick,True,Allen,Rick W. Allen,1,republican,61.6,61.6,12,GA,159492,True,1,0,republican,14,258912,3516108,2,30035.0,0,30035.0
mccracken-64898,mccrackent,Tricia,False,McCracken,Tricia McCracken,2,democrat,38.4,38.4,12,GA,99420,False,0,0,democrat,14,258912,3516108,2,0.0,99420,99420.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,12,GA,0,False,0,0,other,14,258912,3516108,2,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,13,GA,0,False,0,0,republican,14,185058,3516108,1,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,13,GA,0,False,0,0,other,14,185058,3516108,1,0.0,0,0.0
scott-1257,scottd,David,True,Scott,David Scott,1,democrat,100.0,100.0,13,GA,185058,True,1,1,democrat,14,185058,3516108,1,92528.0,0,92528.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,14,GA,0,False,0,0,democrat,14,185058,3516108,1,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,14,GA,0,False,0,0,other,14,185058,3516108,1,0.0,0,0.0
graves-53104,gravest,Tom,True,Graves,Tom Graves,1,republican,100.0,100.0,14,GA,185058,True,1,1,republican,14,185058,3516108,1,92528.0,0,92528.0
hanabusa-53401,hanabusac,Colleen,False,Hanabusa,Colleen Hanabusa,2,democrat,71.9,71.9,1,HI,145417,True,1,0,democrat,2,202357,412873,4,99458.0,0,99458.0
ostrov-65532,ostrovs,Shirlene,False,Ostrov,Shirlene Ostrov,3,republican,22.7,22.7,1,HI,45958,False,0,0,republican,2,202357,412873,4,0.0,45958,45958.0
yim-65533,yima,Alan,False,Yim,Alan Yim,4,libertarian,3.3,3.3,1,HI,6601,False,0,0,other,2,202357,412873,4,0.0,6601,6601.0
griffin-63996,griffinc,Calvin,False,Griffin,Calvin Griffin,1,nonpartisan,2.2,2.2,1,HI,4381,False,0,0,other,2,202357,412873,4,0.0,4381,4381.0
gabbard-62589,gabbardt,Tulsi,True,Gabbard,Tulsi Gabbard,1,democrat,81.2,81.2,2,HI,170848,True,1,0,democrat,2,210516,412873,2,65589.0,0,65589.0
kaaihue-65535,kaaihuea,Angela,False,Kaaihue,Angela Kaaihue,2,republican,18.8,18.8,2,HI,39668,False,0,0,republican,2,210516,412873,2,0.0,39668,39668.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,HI,0,False,0,0,other,2,210516,412873,2,0.0,0,0.0
blum-62159,blumr,Rod,True,Blum,Rod Blum,1,republican,53.8,53.8,1,IA,206903,True,1,0,republican,4,384306,1513360,2,14749.0,0,14749.0
vernon-63571,vernonm,Monica,False,Vernon,Monica Vernon,2,democrat,46.2,46.2,1,IA,177403,False,0,0,democrat,4,384306,1513360,2,0.0,177403,177403.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,IA,0,False,0,0,other,4,384306,1513360,2,0.0,0,0.0
loebsack-51537,loebsackd,Dave,True,Loebsack,Dave Loebsack,2,democrat,53.7,53.7,2,IA,198571,True,1,0,democrat,4,369504,1513360,2,13818.0,0,13818.0
peters-65142,petersc,Christopher,False,Peters,Christopher Peters,1,republican,46.3,46.3,2,IA,170933,False,0,0,republican,4,369504,1513360,2,0.0,170933,170933.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,IA,0,False,0,0,other,4,369504,1513360,2,0.0,0,0.0
young-63579,youngd,David,True,Young,David Young,1,republican,53.5,53.5,3,IA,208598,True,1,0,republican,4,389838,1513360,5,53595.0,0,53595.0
mowrer-63580,mowrerj,Jim,False,Mowrer,Jim Mowrer,2,democrat,39.8,39.8,3,IA,155002,False,0,0,democrat,4,389838,1513360,5,0.0,155002,155002.0
holder-64432,holderb,Bryan,False,Holder,Bryan Holder,3,libertarian,3.9,3.9,3,IA,15372,False,0,0,other,4,389838,1513360,5,0.0,15372,15372.0
addy-65796,addyc,Claudia,False,Addy,Claudia Addy,4,petitioning-candidate,1.6,1.6,3,IA,6348,False,0,0,other,4,389838,1513360,5,0.0,6348,6348.0
grandanette-63576,grandanettej,Joe,False,Grandanette,Joe Grandanette,5,petitioning-candidate,1.2,1.2,3,IA,4518,False,0,0,other,4,389838,1513360,5,0.0,4518,4518.0
king-539,kings,Steve,True,King,Steve King,1,republican,61.3,61.3,4,IA,226719,True,1,0,republican,4,369712,1513360,2,41862.0,0,41862.0
weaver-65144,weaverk,Kim,False,Weaver,Kim Weaver,2,democrat,38.7,38.7,4,IA,142993,False,0,0,democrat,4,369712,1513360,2,0.0,142993,142993.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,IA,0,False,0,0,other,4,369712,1513360,2,0.0,0,0.0
labrador-60527,labradorr,Raul,True,Labrador,Raúl R. Labrador,1,republican,68.2,68.2,1,ID,242252,True,1,0,republican,2,355304,681541,2,64599.0,0,64599.0
piotrowski-64863,piotrowskij,James,False,Piotrowski,James Piotrowski,2,democrat,31.8,31.8,1,ID,113052,False,0,0,democrat,2,355304,681541,2,0.0,113052,113052.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,ID,0,False,0,0,other,2,355304,681541,2,0.0,0,0.0
simpson-504,simpsonm,Mike,True,Simpson,Mike Simpson,2,republican,62.9,62.9,2,ID,205292,True,1,0,republican,2,326237,681541,3,109351.0,0,109351.0
martinez-64866,martinezj,Jennifer,False,Martinez,Jennifer Martinez,1,democrat,29.4,29.4,2,ID,95940,False,0,0,democrat,2,326237,681541,3,0.0,95940,95940.0
tomkins-64867,tomkinsa,Anthony,False,Tomkins,Anthony Tomkins,3,constitution,7.7,7.7,2,ID,25005,False,0,0,other,2,326237,681541,3,0.0,25005,25005.0
rush-1263,rushb,Bobby,True,Rush,Bobby L. Rush,1,democrat,74.1,74.1,1,IL,234037,True,1,0,democrat,18,315854,5268408,2,76109.0,0,76109.0
deuser-64662,deusera,August,False,Deuser,August Deuser,2,republican,25.9,25.9,1,IL,81817,False,0,0,republican,18,315854,5268408,2,0.0,81817,81817.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,IL,0,False,0,0,other,18,315854,5268408,2,0.0,0,0.0
kelly-53697,kellyr,Robin,True,Kelly,Robin Kelly,1,democrat,79.8,79.8,2,IL,235051,True,1,0,democrat,18,294522,5268408,2,87789.0,0,87789.0
morrow-64721,morrowj,John,False,Morrow,John Morrow,2,republican,20.2,20.2,2,IL,59471,False,0,0,republican,18,294522,5268408,2,0.0,59471,59471.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,IL,0,False,0,0,other,18,294522,5268408,2,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,IL,0,False,0,0,republican,18,239473,5268408,1,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,IL,0,False,0,0,other,18,239473,5268408,1,0.0,0,0.0
lipinski-50681,lipinskid,Dan,True,Lipinski,Daniel Lipinski,1,democrat,100.0,100.0,3,IL,239473,True,1,1,democrat,18,239473,5268408,1,119736.0,0,119736.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,IL,0,False,0,0,republican,18,239473,5268408,1,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,IL,0,False,0,0,other,18,239473,5268408,1,0.0,0,0.0
gutierrez-1267,gutierrezl,Luis,True,Gutierrez,Luis V. Gutiérrez,1,democrat,100.0,100.0,4,IL,239473,True,1,1,democrat,18,239473,5268408,1,119736.0,0,119736.0
quigley-59914,quigleym,Mike,True,Quigley,Mike Quigley,1,democrat,67.8,67.8,5,IL,212842,True,1,0,democrat,18,313721,5268408,3,126619.0,0,126619.0
kolber-64264,kolberv,Vince,False,Kolber,Vince Kolber,2,republican,27.5,27.5,5,IL,86222,False,0,0,republican,18,313721,5268408,3,0.0,86222,86222.0
sherman-64681,shermanr,Rob,False,Sherman,Rob Sherman,3,green,4.7,4.7,5,IL,14657,False,0,0,other,18,313721,5268408,3,0.0,14657,14657.0
roskam-53825,roskamp,Peter,True,Roskam,Peter Roskam,2,republican,59.2,59.2,6,IL,208555,True,1,0,republican,18,352146,5268408,2,32481.0,0,32481.0
howland-64666,howlanda,Amanda,False,Howland,Amanda Howland,1,democrat,40.8,40.8,6,IL,143591,False,0,0,democrat,18,352146,5268408,2,0.0,143591,143591.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,6,IL,0,False,0,0,other,18,352146,5268408,2,0.0,0,0.0
davis-59339,davisd,Danny,True,Davis,Danny K. Davis,1,democrat,84.2,84.2,7,IL,250584,True,1,0,democrat,18,297466,5268408,2,101850.0,0,101850.0
leef-65644,leefj,Jeffrey,False,Leef,Jeffrey Leef,2,republican,15.8,15.8,7,IL,46882,False,0,0,republican,18,297466,5268408,2,0.0,46882,46882.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,7,IL,0,False,0,0,other,18,297466,5268408,2,0.0,0,0.0
krishnamoorthi-61644,krishnamoorthir,Raja,False,Krishnamoorthi,Raja Krishnamoorthi,1,democrat,58.3,58.3,8,IL,144954,True,1,0,democrat,18,248571,5268408,2,20668.0,0,20668.0
dicianni-64717,diciannip,Pete,False,DiCianni,Pete DiCianni,2,republican,41.7,41.7,8,IL,103617,False,0,0,republican,18,248571,5268408,2,0.0,103617,103617.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,8,IL,0,False,0,0,other,18,248571,5268408,2,0.0,0,0.0
schakowsky-1275,schakowskyj,Jan,True,Schakowsky,Jan Schakowsky,1,democrat,66.5,66.5,9,IL,217306,True,1,0,democrat,18,326856,5268408,2,53877.0,0,53877.0
mccarthy-lasonde-64719,mccarthy_lasondej,Joan,False,McCarthy Lasonde,Joan McCarthy Lasonde,2,republican,33.5,33.5,9,IL,109550,False,0,0,republican,18,326856,5268408,2,0.0,109550,109550.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,9,IL,0,False,0,0,other,18,326856,5268408,2,0.0,0,0.0
schneider-61646,schneiderb,Brad,False,Schneider,Brad Schneider,1,democrat,52.6,52.6,10,IL,150435,True,1,0,democrat,18,285970,5268408,2,7449.0,0,7449.0
dold-60158,doldr,Robert,True,Dold,Robert J. Dold,2,republican,47.4,47.4,10,IL,135535,False,0,0,republican,18,285970,5268408,2,0.0,135535,135535.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,10,IL,0,False,0,0,other,18,285970,5268408,2,0.0,0,0.0
foster-58367,fosterb,Bill,True,Foster,Bill Foster,1,democrat,60.4,60.4,11,IL,166578,True,1,0,democrat,18,275573,5268408,2,28791.0,0,28791.0
khouri-64671,khourit,Tonia,False,Khouri,Tonia Khouri,2,republican,39.6,39.6,11,IL,108995,False,0,0,republican,18,275573,5268408,2,0.0,108995,108995.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,11,IL,0,False,0,0,other,18,275573,5268408,2,0.0,0,0.0
bost-15698,bostm,Mike,True,Bost,Mike Bost,2,republican,54.3,54.3,12,IL,169976,True,1,0,republican,18,313002,5268408,3,45729.0,0,45729.0
baricevic-64720,baricevicc,C.J.,False,Baricevic,C.J. Baricevic,1,democrat,39.7,39.7,12,IL,124246,False,0,0,democrat,18,313002,5268408,3,0.0,124246,124246.0
bradshaw-62251,bradshawp,Paula,False,Bradshaw,Paula Bradshaw,3,green,6.0,6.0,12,IL,18780,False,0,0,other,18,313002,5268408,3,0.0,18780,18780.0
davis-16089,davisr,Rodney,True,Davis,Rodney Davis,2,republican,59.7,59.7,13,IL,187583,True,1,0,republican,18,314394,5268408,2,30385.0,0,30385.0
wicklund-64718,wicklundm,Mark,False,Wicklund,Mark Wicklund,1,democrat,40.3,40.3,13,IL,126811,False,0,0,democrat,18,314394,5268408,2,0.0,126811,126811.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,13,IL,0,False,0,0,other,18,314394,5268408,2,0.0,0,0.0
hultgren-53754,hultgrenr,Randy,True,Hultgren,Randy Hultgren,2,republican,59.3,59.3,14,IL,200508,True,1,0,republican,18,338097,5268408,2,31459.0,0,31459.0
walz-64676,walzj,Jim,False,Walz,Jim Walz,1,democrat,40.7,40.7,14,IL,137589,False,0,0,democrat,18,338097,5268408,2,0.0,137589,137589.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,14,IL,0,False,0,0,other,18,338097,5268408,2,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,15,IL,0,False,0,0,democrat,18,239473,5268408,1,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,15,IL,0,False,0,0,other,18,239473,5268408,1,0.0,0,0.0
shimkus-1285,shimkusj,John,True,Shimkus,John Shimkus,1,republican,100.0,100.0,15,IL,239473,True,1,1,republican,18,239473,5268408,1,119736.0,0,119736.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,16,IL,0,False,0,0,democrat,18,239473,5268408,1,0.0,0,0.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,16,IL,0,False,0,0,other,18,239473,5268408,1,0.0,0,0.0
kinzinger-60166,kinzingera,Adam,True,Kinzinger,Adam Kinzinger,1,republican,100.0,100.0,16,IL,239473,True,1,1,republican,18,239473,5268408,1,119736.0,0,119736.0
bustos-61657,bustosc,Cheri,True,Bustos,Cheri Bustos,1,democrat,60.3,60.3,17,IL,173125,True,1,0,democrat,18,287068,5268408,2,29590.0,0,29590.0
harlan-64679,harlanp,Patrick,False,Harlan,Patrick Harlan,2,republican,39.7,39.7,17,IL,113943,False,0,0,republican,18,287068,5268408,2,0.0,113943,113943.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,17,IL,0,False,0,0,other,18,287068,5268408,2,0.0,0,0.0
lahood-16982,lahoodd,Darin,True,LaHood,Darin LaHood,2,republican,72.1,72.1,18,IL,250506,True,1,0,republican,18,347276,5268408,2,76867.0,0,76867.0
rodriguez-65645,rodriguezj,Junius,False,Rodriguez,Junius Rodriguez,1,democrat,27.9,27.9,18,IL,96770,False,0,0,democrat,18,347276,5268408,2,0.0,96770,96770.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,18,IL,0,False,0,0,other,18,347276,5268408,2,0.0,0,0.0
visclosky-422,viscloskyp,Peter,True,Visclosky,Peter J. Visclosky,1,democrat,81.5,81.5,1,IN,207515,True,1,0,democrat,9,254566,2658350,2,80231.0,0,80231.0
dunn-64230,dunnd,Donna,False,Dunn,Donna Dunn,2,libertarian,18.5,18.5,1,IN,47051,False,0,0,other,9,254566,2658350,2,0.0,47051,47051.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,IN,0,False,0,0,republican,9,254566,2658350,2,0.0,0,0.0
walorski-60423,walorskij,Jackie,True,Walorski,Jackie Walorski,3,republican,59.3,59.3,2,IN,164355,True,1,0,republican,9,277357,2658350,3,61953.0,0,61953.0
coleman-64754,colemanl,Lynn,False,Coleman,Lynn Coleman,1,democrat,36.9,36.9,2,IN,102401,False,0,0,democrat,9,277357,2658350,3,0.0,102401,102401.0
cenkush-65429,cenkushr,Ron,False,Cenkush,Ron Cenkush,2,libertarian,3.8,3.8,2,IN,10601,False,0,0,other,9,277357,2658350,3,0.0,10601,10601.0
banks-64756,banksj,Jim,False,Banks,Jim Banks,3,republican,70.1,70.1,3,IN,201396,True,1,0,republican,9,287247,2658350,3,135372.0,0,135372.0
schrader-61677,schradert,Tommy,False,Schrader,Tommy Schrader,1,democrat,23.0,23.0,3,IN,66023,False,0,0,democrat,9,287247,2658350,3,0.0,66023,66023.0
snyder-65430,snyderp,Pepper,False,Snyder,Pepper Snyder,2,libertarian,6.9,6.9,3,IN,19828,False,0,0,other,9,287247,2658350,3,0.0,19828,19828.0
rokita-19081,rokitat,Todd,True,Rokita,Todd Rokita,3,republican,64.6,64.6,4,IN,193412,True,1,0,republican,9,299434,2658350,3,102155.0,0,102155.0
dale-63317,dalej,John,False,Dale,John Dale,1,democrat,30.5,30.5,4,IN,91256,False,0,0,democrat,9,299434,2658350,3,0.0,91256,91256.0
mayoras-65646,mayorass,Steven,False,Mayoras,Steven Mayoras,2,libertarian,4.9,4.9,4,IN,14766,False,0,0,other,9,299434,2658350,3,0.0,14766,14766.0
brooks-61698,brookss,Susan,True,Brooks,Susan W. Brooks,3,republican,61.5,61.5,5,IN,221957,True,1,0,republican,9,361135,2658350,3,98107.0,0,98107.0
demaree-64760,demareea,Angela,False,Demaree,Angela Demaree,1,democrat,34.3,34.3,5,IN,123849,False,0,0,democrat,9,361135,2658350,3,0.0,123849,123849.0
wittlief-65431,wittliefm,Matthew,False,Wittlief,Matthew Wittlief,2,libertarian,4.2,4.2,5,IN,15329,False,0,0,other,9,361135,2658350,3,0.0,15329,15329.0
messer-53892,messerl,Luke,True,Messer,Luke Messer,3,republican,69.1,69.1,6,IN,204920,True,1,0,republican,9,296385,2658350,3,125784.0,0,125784.0
welsh-51511,welshb,Barry,False,Welsh,Barry Welsh,1,democrat,26.7,26.7,6,IN,79135,False,0,0,democrat,9,296385,2658350,3,0.0,79135,79135.0
turvey-65647,turveyr,Rich,False,Turvey,Rich Turvey,2,libertarian,4.2,4.2,6,IN,12330,False,0,0,other,9,296385,2658350,3,0.0,12330,12330.0
carson-57849,carsona,Andre,True,Carson,André Carson,1,democrat,60.0,60.0,7,IN,158739,True,1,0,democrat,9,264670,2658350,3,64282.0,0,64282.0
ping-59383,pingc,Catherine,False,Ping,Catherine Ping,3,republican,35.7,35.7,7,IN,94456,False,0,0,republican,9,264670,2658350,3,0.0,94456,94456.0
thompson-65432,thompsond,Drew,False,Thompson,Drew Thompson,2,libertarian,4.3,4.3,7,IN,11475,False,0,0,other,9,264670,2658350,3,0.0,11475,11475.0
bucshon-60421,bucshonl,Larry,True,Bucshon,Larry Bucshon,3,republican,63.7,63.7,8,IN,187702,True,1,0,republican,9,294713,2658350,3,94345.0,0,94345.0
drake-64771,draker,Ron,False,Drake,Ron Drake,1,democrat,31.7,31.7,8,IN,93356,False,0,0,democrat,9,294713,2658350,3,0.0,93356,93356.0
horning-732,horninga,Andrew,False,Horning,Andrew Horning,2,libertarian,4.6,4.6,8,IN,13655,False,0,0,other,9,294713,2658350,3,0.0,13655,13655.0
hollingsworth-64768,hollingswortht,Trey,False,Hollingsworth,Trey Hollingsworth,3,republican,54.1,54.1,9,IN,174791,True,1,0,republican,9,322843,2658350,3,44163.0,0,44163.0
yoder-61693,yoders,Shelli,False,Yoder,Shelli Yoder,1,democrat,40.5,40.5,9,IN,130627,False,0,0,democrat,9,322843,2658350,3,0.0,130627,130627.0
brooksbank-65433,brooksbankr,Russell,False,Brooksbank,Russell Brooksbank,2,libertarian,5.4,5.4,9,IN,17425,False,0,0,other,9,322843,2658350,3,0.0,17425,17425.0
marshall-65324,marshallr,Roger,False,Marshall,Roger Marshall,1,republican,66.1,66.1,1,KS,169992,True,1,0,republican,4,257097,1172862,3,102252.0,0,102252.0
lapolice-64072,lapolicea,Alan,False,LaPolice,Alan LaPolice,3,independent,26.3,26.3,1,KS,67739,False,0,0,other,4,257097,1172862,3,0.0,67739,67739.0
burt-65685,burtk,Kerry,False,Burt,Kerry Burt,2,libertarian,7.5,7.5,1,KS,19366,False,0,0,other,4,257097,1172862,3,0.0,19366,19366.0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,KS,0,False,0,0,democrat,4,257097,1172862,3,0.0,0,0.0
jenkins-19867,jenkinsl,Lynn,True,Jenkins,Lynn Jenkins,2,republican,60.9,60.9,2,KS,181228,True,1,0,republican,4,297401,1172862,3,84387.0,0,84387.0
potter-65325,potterb,Britani,False,Potter,Britani Potter,1,democrat,32.6,32.6,2,KS,96840,False,0,0,democrat,4,297401,1172862,3,0.0,96840,96840.0
bales-65686,balesj,James,False,Bales,James Bales,3,libertarian,6.5,6.5,2,KS,19333,False,0,0,other,4,297401,1172862,3,0.0,19333,19333.0
yoder-54005,yoderk,Kevin,True,Yoder,Kevin Yoder,2,republican,51.3,51.3,3,KS,176022,True,1,0,republican,4,343113,1172862,3,36721.0,0,36721.0
sidie-65328,sidiej,Jay,False,Sidie,Jay Sidie,1,democrat,40.6,40.6,3,KS,139300,False,0,0,democrat,4,343113,1172862,3,0.0,139300,139300.0
hohe-65687,hohes,Steven,False,Hohe,Steven Hohe,3,libertarian,8.1,8.1,3,KS,27791,False,0,0,other,4,343113,1172862,3,0.0,27791,27791.0
pompeo-60768,pompeom,Mike,True,Pompeo,Mike Pompeo,2,republican,60.7,60.7,4,KS,166998,True,1,0,republican,4,275251,1172862,4,85502.0,0,85502.0
