yearweekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases2
199417,0.0805,0.0251,0.09804286,0.09371667,0.0,25.174285714000064,25.342857143000003,20.30571428600001,27.75,23.650000000000034,4.9,74.5157142857,2.6142857142900002,26.6714285714,7.785714285710001,31.7,22.2,13.2,17
199418,0.0652,0.08175,0.16441429999999999,0.13214289999999998,68.0,25.777142857000058,25.942857143000026,22.085714285999984,27.950000000000045,23.850000000000023,14.1,80.3528571429,2.67142857143,27.7571428571,7.7,33.3,22.8,10.5,22
199419,0.1111,0.0974,0.1165143,0.1063143,10.46,25.407142857000053,25.55000000000001,21.77428571400003,27.350000000000023,24.05000000000001,21.1,80.4628571429,1.9428571428599999,27.4142857143,6.45714285714,31.7,23.9,3.3,13
199420,0.0742,0.0177,0.17224289999999998,0.16082860000000002,16.5,25.32428571400004,25.400000000000034,22.234285714000066,27.450000000000045,24.150000000000034,28.9,83.13571428569999,1.8142857142900002,27.714285714299997,8.1,33.3,22.8,29.3,24
199421,0.1178,0.10975,0.2084714,0.2084857,17.52,26.791428570999983,27.07857142900002,22.914285714000016,29.150000000000034,24.55000000000001,7.9,79.5028571429,2.8857142857099998,29.1,7.07142857143,33.9,24.4,6.9,31
199422,0.1097,0.1407,0.2008429,0.1616143,6.59,26.447142857000017,26.628571429000033,22.192857143000026,28.55000000000001,24.650000000000034,16.7,77.66428571430001,2.3571428571400004,28.5714285714,7.314285714289999,33.3,23.3,1.6,34
199423,0.08005,0.06905,0.06161429,0.05854286,42.53,26.177142857000035,26.385714285999995,22.492857143000037,28.150000000000034,24.850000000000023,21.5,80.3828571429,2.47142857143,28.228571428600002,7.62857142857,32.8,23.3,67.3,31
199424,-0.0286,0.06374460999999998,0.1592833,0.2158429,13.82,26.45571428599999,26.650000000000034,22.341428570999994,28.450000000000045,25.150000000000034,3.7,78.2928571429,2.4,28.3285714286,6.77142857143,32.8,24.4,5.4,31
199425,-0.0323,0.04215,0.13874289999999997,0.13911429999999997,38.34,26.350000000000023,26.485714286000018,22.31285714300003,29.05000000000001,24.850000000000023,26.51,78.7042857143,2.04285714286,28.0714285714,6.6,32.8,23.9,23.4,38
199426,0.12526669999999998,0.11765,0.12341669999999999,0.1551857,12.67,26.711428571,26.857142857000042,22.702857143000017,29.150000000000034,24.850000000000023,22.9,79.0271428571,2.6428571428599996,28.4,6.75714285714,32.8,23.9,10.2,49
199427,0.12325,0.2155667,0.217,0.11334289999999998,15.39,25.975714286000027,26.02857142900001,22.004285714000048,28.350000000000023,24.75,54.83,78.80571428569999,1.64285714286,27.9285714286,6.82857142857,32.2,23.9,19.5,42
199428,0.1396,0.22405,0.18467139999999999,0.18058570000000002,9.77,26.331428571000004,26.5,22.01857142900002,28.350000000000023,24.75,18.52,77.3028571429,2.12857142857,28.1714285714,6.014285714290001,32.2,23.9,28.7,49
199429,0.0424,0.12016669999999999,0.19434289999999999,0.1907429,43.28,26.782857143,26.950000000000045,22.412857142999997,28.55000000000001,24.650000000000034,9.9,77.1028571429,2.34285714286,28.2571428571,6.52857142857,32.8,23.9,9.8,55
199430,0.183,0.2658,0.1967286,0.1939,2.79,26.827142857000013,26.978571429000056,22.087142857000003,28.350000000000023,25.350000000000023,3.3,75.4357142857,2.45714285714,28.514285714299998,7.22857142857,33.3,24.4,1.0,80
199431,0.030698809285714283,0.1311,0.1752143,0.1122143,26.96,26.425714286000016,26.485714286000018,22.212857143000008,28.55000000000001,24.25,22.9,77.7957142857,2.2142857142900003,28.2571428571,6.985714285710001,33.3,23.9,48.5,84
199432,0.04465,-0.0402,0.05686667,0.02865,30.03,26.368571429000042,26.52857142900001,22.315714286000002,28.350000000000023,24.75,12.5,78.58428571430001,2.3571428571400004,28.3857142857,7.785714285710001,33.3,23.9,3.6,72
199433,0.06666667,-0.0157,0.17661670000000002,0.22135,17.77,26.860000000000014,26.978571429000056,22.337142857000003,29.05000000000001,25.150000000000034,16.6,76.4371428571,2.51428571429,28.514285714299998,6.77142857143,33.3,24.4,20.4,89
199434,0.1564,0.130825,0.1920571,0.1767286,3.24,27.214285714000027,27.385714285999995,22.781428570999992,29.55000000000001,25.350000000000023,11.56,76.92,2.6428571428599996,28.5714285714,6.7,32.8,24.4,4.3,115
199435,0.02185,0.14525,0.2137857,0.2040857,59.91,27.242857143000037,27.385714285999995,23.145714285999986,29.55000000000001,25.55000000000001,20.24,78.4828571429,2.52857142857,29.4285714286,6.885714285710001,33.9,25.6,11.0,179
199436,0.04585,0.076225,0.2916857,0.24797139999999998,19.45,26.924285714000064,27.02857142900001,22.98142857099998,29.25,24.450000000000045,28.3,79.1385714286,2.6428571428599996,29.285714285700003,6.3571428571399995,33.3,24.4,14.4,202
199437,0.07854791874999999,0.09821940999999997,0.0955,0.192925,61.11,26.80142857100003,26.907142857000053,22.75714285700002,29.05000000000001,25.05000000000001,70.4,78.75,2.45714285714,28.5571428571,6.9,34.4,23.9,50.8,272
199438,0.04095952142857144,0.06247395687499999,0.17169140176470585,0.1670423941176471,39.22,26.735714286000018,26.885714285999995,22.81142857100002,29.150000000000034,24.950000000000045,50.7,79.3142857143,1.9857142857099999,28.3714285714,6.18571428571,32.2,24.4,34.3,302
199439,0.056089111333333344,0.0667020588235294,0.1740262705882353,0.17305490588235295,55.88,26.35857142900005,26.492857143000037,22.671428571000035,28.650000000000034,24.55000000000001,45.2,80.3728571429,2.6,28.014285714299998,6.7,33.9,23.3,31.5,395
199440,0.1218,0.08796531249999999,0.19072682941176472,0.16052926411764706,0.63,27.227142857000047,27.350000000000023,22.212857143000008,29.350000000000023,25.55000000000001,2.8,74.1171428571,2.62857142857,28.714285714299997,6.9,34.4,24.4,8.2,426
199441,0.06186250000000001,0.05221029411764706,0.17082759,0.15559804705882355,16.7,26.488571429000046,26.47142857099999,22.331428571000004,29.75,24.650000000000034,40.8,78.2257142857,2.72857142857,28.3285714286,7.65714285714,35.0,23.9,39.2,461
199442,0.0665725,0.08076244666666668,0.17336793470588235,0.15978914882352938,75.57,27.088571429000012,27.25,22.53571428600003,29.850000000000023,25.150000000000034,15.81,76.3485714286,3.02857142857,28.5714285714,7.44285714286,35.0,23.9,5.4,381
199443,0.03581217923076923,0.06771323529411764,0.18227011588235292,0.1533729082352941,111.52,25.661428570999988,25.707142857000008,23.021428571,27.350000000000023,24.350000000000023,64.85,85.4171428571,1.6571428571399998,27.6714285714,7.27142857143,32.8,23.3,39.2,333
199444,0.09178333357142857,0.07022058823529413,0.18480140588235297,0.1577574329411765,5.41,26.717142857000056,26.900000000000034,22.695714285999998,28.75,25.150000000000034,15.6,78.6857142857,2.32857142857,28.157142857100002,6.84285714286,32.2,24.4,1.9,353
199445,0.020081113333333338,0.05882416875000001,0.1757326388235294,0.1652710029411765,32.26,26.147142857000006,25.978571429000056,22.430000000000007,28.350000000000023,24.05000000000001,36.6,80.0957142857,2.22857142857,27.3142857143,6.92857142857,31.7,22.2,54.5,410
199446,0.056943135117647065,0.027654411764705872,0.15323468529411766,0.13650616588235295,32.17,26.04857142900005,26.150000000000034,23.02428571400003,29.05000000000001,24.350000000000023,47.5,83.58428571430001,1.77142857143,27.285714285700003,7.314285714289999,32.8,22.2,47.5,364
199447,0.08683,0.065447224,0.18407983352941176,0.16091089529411765,11.16,26.27285714300001,26.30714285700003,23.227142857000047,28.75,24.450000000000045,23.7,83.5028571429,2.4,27.8571428571,7.6,33.9,23.3,49.3,359
199448,0.09692262407142858,0.08377895812500001,0.1811658023529412,0.16281063352941175,17.52,25.701428571000008,25.700000000000045,21.662857142999997,27.55000000000001,23.150000000000034,27.4,78.56,2.1,26.8857142857,7.57142857143,31.7,21.1,35.9,288
199449,0.006534523571428573,0.029870939374999995,0.19295560411764706,0.16665756588235298,45.95,24.658571429000062,24.80000000000001,22.05428571400006,26.25,23.450000000000045,106.09,85.57,1.5,26.3714285714,6.18571428571,30.0,22.2,58.2,221
199450,-0.03560244466666666,0.026552058411764706,0.18018638235294118,0.1561539211764706,0.0,25.47428571400002,25.592857143000003,20.788571429000058,27.350000000000023,24.05000000000001,16.5,75.4557142857,2.2857142857099997,26.5857142857,7.47142857143,31.7,21.7,7.4,149
199451,0.018439390909090914,0.03175588411764706,0.17556739999999998,0.14712786529411764,0.0,25.431428571000026,25.542857142999992,21.06142857100002,27.450000000000045,23.75,12.2,76.91428571430001,2.72857142857,26.6428571429,8.18571428571,31.7,22.2,12.9,112
199552,0.2438,0.045,0.2152556,0.19477779999999997,71.43,25.688571429000035,25.957142857000008,22.52428571400003,28.350000000000023,23.55000000000001,30.4,82.8671428571,3.27142857143,27.3142857143,8.74285714286,32.8,22.2,9.2,154
199501,0.223075,0.2193333,0.2886167,0.2587429,0.0,24.180000000000007,24.25,19.584285714000032,26.950000000000045,21.55000000000001,12.5,75.83857142859999,2.37142857143,25.7,7.685714285710001,31.7,20.0,40.4,91
199502,0.04486858538461539,0.1416333,0.1755714,0.17161429999999997,0.0,25.134285714000043,25.30000000000001,20.158571429000062,26.75,23.650000000000034,3.59,74.0471428571,2.3571428571400004,25.771428571399998,7.685714285710001,30.0,21.7,10.5,72
199503,-0.1193,-0.0359,0.2122571,0.2293714,37.99,23.434285714000055,23.55714285700003,19.680000000000007,25.950000000000045,21.850000000000023,32.88,79.5528571429,1.78571428571,24.7571428571,7.114285714289999,28.9,20.0,29.0,56
199504,0.05175,0.1268,0.17722860000000001,0.1340714,0.0,24.442857143000026,24.86428571400006,20.382857143000024,27.350000000000023,21.850000000000023,6.2,78.33,3.62857142857,26.1285714286,9.04285714286,32.8,20.6,9.9,46
199505,0.08311458333333334,0.1449,0.21725999999999998,0.20994290000000002,0.0,24.200000000000045,24.5,20.760000000000048,27.05000000000001,22.450000000000045,43.3,81.4042857143,2.15714285714,25.5,7.285714285710001,31.7,21.1,26.9,37
199506,0.03233333,0.059325,0.17488570000000003,0.17138570000000003,0.0,24.70571428599999,24.86428571400006,19.875714286000004,27.350000000000023,22.05000000000001,3.6,74.6557142857,3.8,26.0857142857,9.614285714289998,32.8,20.0,0.0,26
199507,0.0614,0.07364980411764709,0.17531429999999998,0.2123286,0.0,25.071428571000013,25.31428571400005,20.73285714299999,27.350000000000023,22.650000000000034,10.07,77.02142857140001,2.8142857142900004,26.6285714286,8.65714285714,32.2,20.6,2.8,17
199508,0.0935,0.06486667,0.1020143,0.1254143,0.0,24.35857142900005,24.36428571400006,19.98285714299999,26.25,22.75,29.08,76.6342857143,1.9714285714300002,25.9285714286,7.285714285710001,31.7,21.7,29.5,17
199509,0.07355,0.06865,0.12292,0.10995999999999999,0.0,24.02571428599998,24.107142857000042,20.29428571400001,26.350000000000023,22.25,50.73,79.8171428571,2.4285714285699997,25.2428571429,8.4,30.6,20.0,51.7,20
199510,0.14535,0.079575,0.18234289999999997,0.18648570000000003,0.0,23.931428571000026,24.128571429000033,20.661428570999988,26.25,22.05000000000001,36.42,82.0528571429,2.0714285714300003,25.5,7.05714285714,30.0,21.1,16.9,11
199511,0.0739,0.1150667,0.1452,0.1547429,19.43,23.960000000000036,23.935714286000007,19.671428571000035,26.450000000000045,21.450000000000045,18.6,77.02,2.05714285714,25.2571428571,6.75714285714,31.7,21.1,16.5,7
199512,0.031,0.23165,0.20743330000000001,0.2497143,0.0,23.33000000000004,23.55714285700003,17.48142857099998,27.25,20.850000000000023,6.7,69.8614285714,3.3,24.6285714286,8.41428571429,31.7,18.9,2.3,16
199513,0.19862,0.259575,0.24515,0.3054571,0.0,23.737142857000038,23.892857143000015,17.228571429000056,26.850000000000023,20.350000000000023,4.6,67.36428571430001,4.0,25.2428571429,7.75714285714,30.0,20.0,4.1,14
199514,0.07881153615384615,0.2494,0.23278569999999998,0.2684143,0.0,24.51571428599999,24.771428571,19.405714286000034,27.75,21.450000000000045,0.0,73.4,3.6142857142900002,25.971428571399997,8.95714285714,32.8,19.4,0.0,16
199515,0.059628125000000004,0.03495,0.1719143,0.1489429,5.43,25.410000000000025,25.592857143000003,21.188571429000035,27.450000000000045,23.75,2.1,77.6057142857,2.82857142857,27.285714285700003,7.785714285710001,32.8,22.8,0.0,5
199516,0.1017,0.1127,0.2601571,0.2366143,6.44,24.680000000000007,24.857142857000042,20.404285714000025,27.05000000000001,22.850000000000023,19.6,77.3214285714,2.6142857142900002,26.657142857100002,7.3,32.8,21.1,72.0,2
199517,0.1281,0.150025,0.22054290000000001,0.1873,0.0,24.361428571000033,24.53571428600003,18.950000000000045,27.05000000000001,22.650000000000034,2.7,71.9371428571,2.65714285714,26.3285714286,6.65714285714,31.1,21.7,1.0,6
199518,0.08244556,0.1521,0.2145429,0.15797139999999998,20.96,25.638571429000024,25.921428571000035,21.05285714300004,28.450000000000045,24.150000000000034,4.1,76.0728571429,2.9428571428600003,27.842857142899998,9.14285714286,34.4,22.2,2.8,5
199519,0.14345,0.1115,0.19907139999999998,0.17088570000000003,9.01,25.98142857099998,26.207142857000008,22.27857142900001,28.650000000000034,23.850000000000023,9.0,80.2614285714,3.0,27.771428571399998,7.3,34.4,22.8,29.7,4
199520,0.0363,0.096525,0.16643329999999998,0.1605714,119.62,25.84571428600003,25.935714286000007,22.248571429000037,28.55000000000001,23.950000000000045,17.4,80.8657142857,2.85714285714,26.9142857143,6.27142857143,31.1,21.7,101.6,3
199521,0.0322,0.16213329999999998,0.2318286,0.2402714,204.62,26.30428571400006,26.428571429000044,22.844285714000023,28.55000000000001,24.150000000000034,17.3,81.4471428571,2.32857142857,27.228571428600002,7.34285714286,31.7,22.2,97.5,4
199522,0.059696874999999996,0.2412,0.10247139999999999,0.1095714,178.89,26.452857143000017,26.457142857000008,22.842857143000003,28.850000000000023,24.950000000000045,20.33,80.7271428571,1.9571428571400002,27.7,7.32857142857,33.3,23.3,9.1,16
199523,0.15495,0.0278,0.2666143,0.2119,106.04,25.538571429000058,25.5,22.677142857000035,27.05000000000001,24.350000000000023,86.8,84.3457142857,1.64285714286,27.3,7.1428571428600005,31.1,22.8,35.5,8
199524,0.08955,0.0797,0.18171429999999997,0.15598570000000003,20.16,26.678571429000044,26.75,22.742857143000037,28.25,25.25,16.57,79.1371428571,2.3142857142900004,27.771428571399998,7.47142857143,32.8,22.8,43.5,7
199525,0.22135,0.2174,0.21997139999999998,0.1920429,26.56,26.96571428599998,26.992857143000037,23.475714286000027,29.150000000000034,25.05000000000001,35.24,81.34,2.0,28.842857142899998,7.37142857143,33.3,24.4,10.5,10
199526,0.2319333,0.2115,0.24122860000000002,0.2656857,2.04,27.53000000000003,27.657142857000053,23.591428570999994,29.55000000000001,25.55000000000001,13.7,79.38,2.75714285714,29.214285714299997,6.34285714286,33.9,24.4,15.8,14
199527,0.3093,0.2909,0.2370571,0.2420429,41.18,27.857142857000042,27.942857143000026,22.99571428600001,30.05000000000001,25.450000000000045,9.22,75.0657142857,3.04285714286,29.657142857100002,7.82857142857,34.4,25.0,16.0,7
199528,0.05328273785714287,0.17265,0.24245,0.2196714,25.89,26.79428571400001,26.82857142900002,23.432857143000035,28.850000000000023,25.350000000000023,60.59,81.96,1.9571428571400002,29.285714285700003,7.6,34.4,24.4,21.4,9
199529,0.1175,0.10775,0.1555714,0.16648570000000001,36.58,27.25142857100002,27.51428571400004,23.698571429000026,29.650000000000034,25.850000000000023,38.3,81.09,2.72857142857,29.228571428600002,7.3,33.9,25.0,30.6,11
199530,0.020420590000000002,0.1898,0.0942,0.1322286,101.64,26.838571429000012,26.80714285700003,24.094285714000023,29.150000000000034,25.450000000000045,62.31,85.08857142859999,1.6,28.5571428571,6.57142857143,33.3,23.9,43.3,23
199531,0.0632,0.09466667,0.1584857,0.2030286,60.71,26.850000000000023,26.850000000000023,23.960000000000036,29.350000000000023,25.25,102.4,84.3757142857,2.08571428571,28.7,6.75714285714,33.9,23.9,30.1,17
199532,0.047,0.047,0.19918329999999998,0.1653571,19.79,27.112857143000042,27.135714285999995,23.408571429000062,29.25,25.450000000000045,40.3,80.3971428571,2.1428571428599996,29.0,6.81428571429,33.9,23.3,27.3,19
199533,0.08396667,0.0917,0.1771571,0.1886714,4.05,27.404285714000025,27.53571428600003,24.120000000000005,30.650000000000034,25.05000000000001,17.7,82.6257142857,3.3428571428600002,30.0714285714,6.94285714286,34.4,25.6,8.7,24
199534,0.1131,0.0862,0.1374,0.1324714,75.11,26.80285714300004,26.835714285999984,23.737142857000038,28.75,24.950000000000045,96.1,83.49142857140001,2.1142857142900002,28.4285714286,7.65714285714,33.3,23.3,66.0,17
199535,0.0326,0.07256667,0.17235999999999999,0.19681429999999997,35.83,27.02428571400003,27.092857143000003,23.700000000000045,29.25,25.350000000000023,55.21,82.2257142857,2.22857142857,29.1142857143,5.92857142857,32.2,24.4,12.8,28
199536,0.1071,0.1836,0.18515,0.16995710000000003,20.23,28.06857142900003,28.200000000000045,23.844285714000023,30.75,25.05000000000001,8.6,78.1457142857,3.7,29.5714285714,7.914285714289999,34.4,23.9,20.4,40
199537,0.0568,0.0546,0.14368570000000003,0.1392,40.29,27.060000000000002,27.05000000000001,23.901428570999997,29.05000000000001,24.950000000000045,122.7,82.91142857140001,2.37142857143,29.3714285714,7.44285714286,35.0,24.4,77.1,33
199538,0.11863330000000001,0.0846,0.1810167,0.2176167,121.4,26.917142857000044,26.985714286000018,23.81428571400005,29.350000000000023,25.150000000000034,82.5,83.3142857143,2.44285714286,29.5857142857,6.914285714289999,35.6,25.0,71.2,31
199539,0.1068,0.08366667,0.092,0.09934286,36.72,27.005714286,27.05714285700003,23.621428571000024,28.650000000000034,25.55000000000001,11.6,81.8542857143,1.9,29.9571428571,7.285714285710001,34.4,25.6,13.3,33
199540,0.2808,0.2151,0.1463429,0.1295571,68.18,26.631428571000015,26.57857142900002,23.510000000000048,28.75,24.05000000000001,74.5,83.13571428569999,2.2857142857099997,28.0571428571,6.77142857143,32.2,23.9,45.6,29
199541,0.040825,0.0966,0.1316,0.1375429,45.63,26.390000000000043,26.414285714000016,23.484285714000066,28.25,24.850000000000023,53.98,84.2071428571,1.8142857142900002,28.3857142857,6.92857142857,32.2,24.4,19.1,30
199542,0.033625,0.09466000000000001,0.09144286,0.11944289999999999,55.67,26.644285714000034,26.692857143000026,23.01142857100001,28.650000000000034,24.650000000000034,40.8,80.66428571430001,2.02857142857,27.842857142899998,7.17142857143,33.9,23.3,39.1,36
199543,0.03581217923076923,0.1326,0.1581857,0.13744289999999998,54.74,26.291428570999983,26.271428571,23.187142857000026,28.650000000000034,24.450000000000045,46.4,83.2142857143,2.3857142857099998,27.471428571399997,7.25714285714,32.2,23.3,53.6,48
199544,0.2346,0.07825,0.2700714,0.2854286,30.3,26.622857143000033,26.792857142999992,23.02000000000004,29.150000000000034,24.950000000000045,40.4,80.86428571430001,3.0,28.0428571429,7.6428571428600005,33.9,23.3,13.5,40
199545,0.0174,0.02905,0.2089143,0.2354857,0.0,25.947142857000017,26.135714285999995,22.07000000000005,27.950000000000045,24.350000000000023,32.4,79.4042857143,1.9142857142900003,27.228571428600002,6.87142857143,31.7,23.3,53.6,28
199546,0.0406,0.07475,0.19625,0.19034289999999998,24.86,26.472857143,26.657142857000053,22.220000000000027,28.75,24.650000000000034,9.9,77.6385714286,2.55714285714,27.157142857100002,7.185714285710001,31.1,22.8,2.8,36
199547,0.0334,0.11486669999999999,0.2400143,0.2549,90.49,26.125714286000004,26.25,21.99000000000001,28.25,24.55000000000001,12.7,78.1414285714,2.22857142857,27.3142857143,7.314285714289999,32.2,22.8,5.9,19
199548,0.09692262407142858,0.076375,0.2411714,0.1688714,20.21,26.30285714300004,26.400000000000034,22.687142857000026,28.25,24.850000000000023,13.69,80.6771428571,2.0714285714300003,27.2,7.54285714286,33.3,22.8,13.5,34
199549,0.1154,0.135,0.2653,0.2371143,0.0,26.05142857100003,26.25,21.53714285700005,27.650000000000034,24.450000000000045,12.8,76.3328571429,2.2571428571400003,27.014285714299998,7.65714285714,31.1,22.2,14.9,23
199550,-0.0139,0.01473333,0.1795,0.1348,0.0,25.31142857100002,25.428571429000044,21.581428571000004,27.150000000000034,24.25,23.6,79.9857142857,1.8428571428599998,26.6142857143,7.085714285710001,30.6,22.2,20.9,17
199551,0.018439390909090914,0.03596667,0.18085710000000002,0.11165710000000001,0.0,25.04428571400001,25.071428571000013,20.821428571000013,26.950000000000045,23.350000000000023,40.3,77.6371428571,1.7,25.714285714299997,5.8571428571399995,30.0,22.2,53.9,17
199601,0.013999999999999999,0.01086667,0.09192857,0.12044289999999999,6.35,24.26285714300002,24.30714285700003,21.390000000000043,26.350000000000023,22.75,57.0,84.13571428569999,1.6571428571399998,25.1857142857,4.84285714286,28.3,21.7,46.5,23
199602,0.1514333,0.12623330000000002,0.1842429,0.1828,15.0,25.378571429000033,25.478571429000056,21.51142857100001,27.450000000000045,23.55000000000001,9.32,79.3214285714,2.45714285714,26.2571428571,7.6428571428600005,31.1,21.7,24.6,14
199603,0.0149,0.07636667,0.1466571,0.1969857,55.68,24.602857142999994,24.714285714000027,21.401428570999997,26.450000000000045,22.75,50.3,82.5157142857,2.0714285714300003,25.971428571399997,6.885714285710001,31.1,21.7,40.6,20
199604,0.0958,0.1381,0.2194571,0.2229,60.67,24.27285714300001,24.335714285999984,20.652857143000006,26.55000000000001,22.950000000000045,44.85,80.4771428571,1.9428571428599999,25.5857142857,5.8571428571399995,28.9,22.2,47.7,13
199605,0.0627,0.14753329999999998,0.2058429,0.20972860000000002,0.0,23.478571429000056,23.607142857000042,18.890000000000043,25.05000000000001,21.850000000000023,28.6,75.6928571429,1.9428571428599999,24.785714285700003,6.02857142857,28.3,20.0,32.0,23
199606,0.02765,0.04075,0.1646,0.16868570000000002,0.0,24.157142857000053,24.28571428600003,19.431428571000026,26.25,22.55000000000001,11.9,74.9614285714,2.15714285714,25.157142857100002,6.81428571429,29.4,21.1,10.8,20
199607,0.06895,0.13685,0.2188143,0.2143,29.3,24.475714286000027,24.53571428600003,20.700000000000045,26.75,21.850000000000023,15.45,79.66428571430001,2.22857142857,25.3142857143,7.44285714286,31.1,21.1,25.5,16
199608,0.040039390909090894,0.0583,0.16278570000000003,0.1252143,7.2,24.73285714299999,24.942857143000026,20.54857142900005,26.850000000000023,22.950000000000045,16.7,77.7828571429,2.72857142857,25.971428571399997,7.714285714289999,31.7,21.1,22.1,16
199609,0.076,0.108975,0.2699333,0.22277139999999998,177.58,24.448571429000026,24.55714285700003,20.581428571000004,26.450000000000045,22.850000000000023,15.67,79.19857142859999,2.3,25.5571428571,7.214285714289999,29.4,21.1,4.6,23
199610,0.06468511928571428,0.11005,0.19266670000000002,0.1776429,9.96,24.142857143000015,24.32857142900002,18.978571429000056,26.450000000000045,22.350000000000023,3.2,73.06,2.52857142857,25.5714285714,7.914285714289999,30.6,20.6,3.3,14
199611,0.03786667,0.0368,0.17642860000000002,0.1658571,0.0,24.838571429000012,25.02857142900001,20.411428570999988,26.75,23.450000000000045,8.6,76.4828571429,2.2142857142900003,26.2428571429,7.2,31.1,21.7,12.7,15
199612,0.07713333,0.1118,0.18552860000000002,0.2112714,0.0,24.27857142900001,24.450000000000045,20.684285714000055,27.450000000000045,22.05000000000001,28.0,80.6471428571,2.54285714286,26.2,7.7,32.2,22.2,14.2,4
199613,0.0561790909090909,-0.0457,0.13788570000000003,0.15384289999999998,0.0,25.038571429000058,25.214285714000027,19.934285714000055,27.25,23.55000000000001,2.8,73.4257142857,2.9285714285699997,26.4,9.02857142857,32.2,20.6,0.5,5
199614,0.0448,0.024225,0.0851,0.10794289999999998,0.0,24.060000000000002,24.25714285700002,20.171428571000035,27.150000000000034,22.25,28.8,79.02,2.55714285714,25.9285714286,6.9,31.1,21.7,21.6,5
199615,0.0497,0.1488,0.1627286,0.1776429,49.18,24.985714286000018,25.05714285700003,21.21571428599998,27.650000000000034,23.150000000000034,27.9,79.77571428569999,2.52857142857,26.228571428600002,7.685714285710001,32.2,21.7,80.5,11
199616,0.08893333,0.12235,0.2162143,0.2278286,46.16,24.702857143000017,24.942857143000026,20.650000000000034,27.55000000000001,22.55000000000001,24.22,78.3114285714,2.3,26.1285714286,6.72857142857,32.2,21.1,8.9,11
199617,0.03578461538461539,0.1078,0.17868570000000003,0.1805143,0.0,25.07857142900002,25.31428571400005,20.132857143000024,27.25,23.850000000000023,10.9,74.1714285714,2.3857142857099998,26.1285714286,6.4,30.0,22.2,8.2,7
199618,0.3144667,0.1974,0.2231,0.2046286,5.63,24.857142857000042,24.942857143000026,20.388571429000024,26.650000000000034,23.450000000000045,21.5,76.3942857143,1.8428571428599998,26.014285714299998,6.62857142857,30.0,22.2,25.6,4
199619,-0.0464,-0.0384,0.0964,0.09445714,0.0,24.560000000000002,24.650000000000034,19.76571428599999,26.25,23.150000000000034,11.1,74.7928571429,2.17142857143,25.4428571429,6.32857142857,29.4,21.7,10.6,6
199620,0.06410576923076923,0.07175,0.1463,0.15864289999999998,21.7,24.445714285999998,24.478571429000056,21.30142857100003,26.950000000000045,23.05000000000001,68.2,82.84,1.7142857142899999,25.842857142899998,5.54285714286,29.4,22.2,44.8,5
199621,0.0339,0.0557,0.2153167,0.21815,44.07,25.50857142900003,25.771428571,22.31714285700002,27.55000000000001,24.25,17.9,82.78,2.44285714286,26.728571428600002,6.34285714286,30.6,22.8,0.8,2
199622,0.09985,0.1066,0.14098570000000002,0.1087857,68.06,26.291428570999983,26.442857143000026,23.087142857000003,28.650000000000034,24.350000000000023,21.71,82.7514285714,2.8142857142900004,28.1142857143,6.914285714289999,33.3,23.3,9.4,4
199623,0.0529,0.080075,0.17931429999999998,0.1579,137.06,26.104285714000014,26.042857142999992,22.855714286000023,28.25,24.75,24.38,82.36857142859999,2.0714285714300003,27.8142857143,7.02857142857,32.2,23.9,2.3,2
199624,0.0986,0.0893,0.12375,0.13545,27.82,25.592857143000003,25.678571429000044,22.288571429000058,27.450000000000045,24.350000000000023,43.3,82.2357142857,2.02857142857,26.9428571429,5.985714285709999,31.1,23.3,40.9,4
199625,0.07125,0.0646,0.1461,0.1561714,47.93,25.340000000000032,25.414285714000016,22.28571428600003,27.650000000000034,23.950000000000045,73.7,83.3228571429,1.92857142857,26.4428571429,5.8,30.6,22.8,84.6,6
199626,0.16555,0.1205,0.1861857,0.1705857,15.99,26.49142857100003,26.55714285700003,22.894285714000034,28.650000000000034,24.450000000000045,22.5,80.9071428571,2.2428571428599997,27.6857142857,5.92857142857,32.8,23.3,19.3,6
199627,0.07528035735714285,0.07375,0.22178330000000002,0.1834333,6.01,26.431428571000026,26.53571428600003,22.684285714000055,28.350000000000023,24.350000000000023,23.9,80.0614285714,1.9714285714300002,27.9428571429,6.37142857143,32.2,24.4,5.9,4
199628,0.05763333,0.07825,0.1641167,0.1680333,24.35,26.584285714000032,26.685714286000007,23.191428571000017,28.850000000000023,24.75,35.23,81.83571428569999,2.2428571428599997,28.014285714299998,6.37142857143,32.8,23.3,43.5,6
199629,0.1121,0.095425,0.1674286,0.1645429,97.22,25.868571429000042,25.914285714000016,22.97428571400002,28.25,23.950000000000045,123.2,84.3228571429,2.2428571428599997,27.271428571399998,5.62857142857,31.1,23.9,53.6,11
199630,0.0038,-0.0106,0.14715,0.17678329999999998,14.89,26.56428571400005,26.81428571400005,22.644285714000034,28.850000000000023,24.850000000000023,15.8,79.19857142859999,2.32857142857,27.514285714299998,5.47142857143,31.1,23.9,9.9,16
